rownumber,customerid,surname,creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,exited,complain,satisfaction_score,card_type,point_earned,payment_proxy,churn,age_group,tenure_group,balance_group,average_revenue_group,annual_value_proxy,monthly_value_proxy,monthly_spend_category,customer_lifetime_value,customer_value_segment,revenue_at_risk,high_risk_customer_flag,active_status,credit_card_status,product_segment
4689,15669606,Chu,690,France,Male,33,5,0.0,2,1,0,138017.68,0,0,3,PLATINUM,787,PLATINUM,0,31-40,3-5 years,Low,High,1323.59,110.3,Medium,6617.95,Silver,0.0,0,Inactive,Has Credit Card,2 product(s)
4690,15737832,Robertson,771,Spain,Male,45,0,139825.56,1,0,0,170984.97,1,1,5,GOLD,727,GOLD,1,41-50,0-2 years,Very High,Very High,4134.94,344.58,Very High,4134.94,Bronze,4134.94,1,Inactive,No Credit Card,1 product(s)
4691,15681990,Palmerston,497,Germany,Male,24,6,111769.14,2,1,0,55859.27,0,0,4,DIAMOND,711,DIAMOND,0,18-30,6-8 years,High,Medium,3110.18,259.18,High,18661.08,Gold,0.0,0,Inactive,Has Credit Card,2 product(s)
4692,15758050,Madukwe,622,Spain,Male,37,4,0.0,2,1,0,4459.5,0,0,3,PLATINUM,882,PLATINUM,0,31-40,3-5 years,Low,Low,703.3,58.61,Low,2813.2,Bronze,0.0,0,Inactive,Has Credit Card,2 product(s)
4693,15787848,Chinedum,602,Spain,Male,30,9,113672.18,2,0,0,102135.92,0,0,4,SILVER,653,SILVER,0,18-30,9-10 years,High,High,3350.62,279.22,High,30155.58,Platinum,0.0,0,Inactive,No Credit Card,2 product(s)
4694,15713594,French,543,France,Female,32,7,147256.86,1,1,0,112771.95,0,0,3,DIAMOND,932,DIAMOND,0,31-40,6-8 years,Very High,High,4095.0,341.25,Very High,28665.0,Platinum,0.0,0,Inactive,Has Credit Card,1 product(s)
4695,15588186,Polyakov,520,Spain,Male,45,7,107023.03,1,1,0,32903.93,0,0,3,GOLD,469,GOLD,0,41-50,6-8 years,High,Low,2659.48,221.62,Medium,18616.36,Gold,0.0,0,Inactive,Has Credit Card,1 product(s)
4696,15786739,Clements,669,France,Male,37,1,125529.55,1,1,1,162260.93,0,0,5,PLATINUM,720,PLATINUM,0,31-40,0-2 years,High,Very High,3801.9,316.82,Very High,3801.9,Bronze,0.0,0,Active,Has Credit Card,1 product(s)
4697,15699467,Connor,631,Spain,Female,41,0,0.0,1,0,0,87959.83,0,0,2,PLATINUM,557,PLATINUM,0,41-50,0-2 years,Low,Medium,838.3,69.86,Low,838.3,Bronze,0.0,1,Inactive,No Credit Card,1 product(s)
4698,15680706,Balashov,537,Germany,Male,48,4,131834.8,1,1,0,166476.95,1,1,3,DIAMOND,925,DIAMOND,1,41-50,3-5 years,Very High,Very High,4051.58,337.63,Very High,16206.32,Gold,4051.58,1,Inactive,Has Credit Card,1 product(s)
4699,15645717,Avdeeva,732,France,Male,62,2,0.0,2,1,1,25438.87,0,0,3,PLATINUM,780,PLATINUM,0,61+,0-2 years,Low,Low,757.19,63.1,Low,1514.38,Bronze,0.0,0,Active,Has Credit Card,2 product(s)
4700,15748597,Chester,844,Spain,Male,56,5,99529.7,1,0,1,157230.06,1,1,1,PLATINUM,293,PLATINUM,1,51-60,3-5 years,High,Very High,3043.24,253.6,High,15216.2,Gold,3043.24,1,Active,No Credit Card,1 product(s)
4701,15773709,Hung,838,Spain,Male,35,0,0.0,2,0,1,197305.91,0,0,1,SILVER,502,SILVER,0,31-40,0-2 years,Low,Very High,1477.53,123.13,Medium,1477.53,Bronze,0.0,0,Active,No Credit Card,2 product(s)
4702,15629787,Tu,652,France,Male,27,10,107303.72,2,0,0,44435.76,0,0,2,GOLD,986,GOLD,0,18-30,9-10 years,High,Low,3101.25,258.44,High,31012.5,Platinum,0.0,1,Inactive,No Credit Card,2 product(s)
4703,15661007,Thompson,660,France,Male,33,0,72783.42,1,0,0,181051.99,0,0,1,PLATINUM,553,PLATINUM,0,31-40,0-2 years,Medium,Very High,2757.43,229.79,Medium,2757.43,Bronze,0.0,1,Inactive,No Credit Card,1 product(s)
4704,15686812,Jones,692,Spain,Female,44,8,0.0,1,0,1,159069.37,0,0,4,PLATINUM,706,PLATINUM,0,41-50,6-8 years,Low,Very High,1268.35,105.7,Medium,10146.8,Gold,0.0,0,Active,No Credit Card,1 product(s)
4705,15754113,Li,588,France,Female,35,0,0.0,2,1,1,155485.24,0,0,3,PLATINUM,496,PLATINUM,0,31-40,0-2 years,Low,Very High,1265.43,105.45,Medium,1265.43,Bronze,0.0,0,Active,Has Credit Card,2 product(s)
4706,15749489,Denisova,533,Germany,Female,22,10,115743.6,1,0,0,43852.05,0,0,3,GOLD,706,GOLD,0,18-30,9-10 years,High,Low,3007.13,250.59,High,30071.3,Platinum,0.0,0,Inactive,No Credit Card,1 product(s)
4707,15574352,Clogstoun,850,France,Male,43,4,161256.53,1,1,1,140071.57,0,0,5,SILVER,791,SILVER,0,41-50,3-5 years,Very High,High,4440.99,370.08,Very High,17763.96,Gold,0.0,0,Active,Has Credit Card,1 product(s)
4708,15701281,Tan,511,France,Male,27,8,0.0,2,1,1,49089.36,0,0,2,SILVER,865,SILVER,0,18-30,6-8 years,Low,Low,917.95,76.5,Low,7343.6,Silver,0.0,0,Active,Has Credit Card,2 product(s)
4709,15811985,Power,530,Spain,Male,44,6,0.0,2,0,0,55893.37,0,0,5,SILVER,333,SILVER,0,41-50,6-8 years,Low,Medium,685.97,57.16,Low,4115.82,Bronze,0.0,0,Inactive,No Credit Card,2 product(s)
4710,15713505,Harriman,554,France,Male,31,1,0.0,2,0,1,192660.55,0,0,2,PLATINUM,759,PLATINUM,0,31-40,0-2 years,Low,Very High,1582.8,131.9,Medium,1582.8,Bronze,0.0,0,Active,No Credit Card,2 product(s)
4711,15685653,Benson,585,Germany,Female,40,3,162261.01,2,1,0,137028.51,0,0,3,PLATINUM,846,PLATINUM,0,31-40,3-5 years,Very High,High,4593.36,382.78,Very High,13780.08,Gold,0.0,0,Inactive,Has Credit Card,2 product(s)
4712,15758831,Thornton,754,France,Male,39,3,74896.33,1,0,0,34430.16,0,0,1,PLATINUM,787,PLATINUM,0,31-40,3-5 years,Medium,Low,2183.58,181.96,Medium,6550.74,Silver,0.0,1,Inactive,No Credit Card,1 product(s)
4713,15618774,White,474,France,Male,54,3,0.0,1,1,0,108409.17,1,1,2,PLATINUM,427,PLATINUM,1,51-60,3-5 years,Low,High,875.55,72.96,Low,2626.65,Bronze,875.55,1,Inactive,Has Credit Card,1 product(s)
4714,15764448,Mackenzie,837,Germany,Male,35,0,144037.6,1,1,0,145325.32,0,0,5,DIAMOND,860,DIAMOND,0,31-40,0-2 years,Very High,High,4157.38,346.45,Very High,4157.38,Bronze,0.0,0,Inactive,Has Credit Card,1 product(s)
4715,15611024,Kalinina,567,France,Female,23,9,93522.2,1,0,1,81425.61,0,0,5,SILVER,327,SILVER,0,18-30,9-10 years,Medium,Medium,2561.07,213.42,Medium,23049.63,Platinum,0.0,0,Active,No Credit Card,1 product(s)
4716,15738220,Bennet,800,Spain,Male,38,1,0.0,2,1,0,51553.43,0,0,5,DIAMOND,959,DIAMOND,0,31-40,0-2 years,Low,Medium,977.27,81.44,Low,977.27,Bronze,0.0,0,Inactive,Has Credit Card,2 product(s)
4717,15805764,Hallahan,646,France,Male,18,10,0.0,2,0,1,52795.15,0,0,5,GOLD,938,GOLD,0,18-30,9-10 years,Low,Medium,972.98,81.08,Low,9729.8,Gold,0.0,0,Active,No Credit Card,2 product(s)
4718,15580487,Martin,627,Germany,Male,38,8,106922.92,2,0,1,84270.09,0,0,5,GOLD,305,GOLD,0,31-40,6-8 years,High,Medium,2952.31,246.03,High,23618.48,Platinum,0.0,0,Active,No Credit Card,2 product(s)
4719,15675787,Rivera,505,France,Male,26,8,112972.57,1,1,0,145011.62,0,0,2,PLATINUM,591,PLATINUM,0,18-30,6-8 years,High,High,3400.01,283.33,High,27200.08,Platinum,0.0,1,Inactive,Has Credit Card,1 product(s)
4720,15583580,Chiawuotu,566,Germany,Female,35,1,123042.0,1,1,0,66245.44,1,1,1,DIAMOND,704,DIAMOND,1,31-40,0-2 years,High,Medium,3264.07,272.01,High,3264.07,Bronze,3264.07,1,Inactive,Has Credit Card,1 product(s)
4721,15780654,Sergeyev,619,Germany,Female,33,3,100488.92,2,0,1,36446.74,0,0,4,PLATINUM,522,PLATINUM,0,31-40,3-5 years,High,Low,2693.01,224.42,Medium,8079.03,Silver,0.0,0,Active,No Credit Card,2 product(s)
4722,15695034,Christie,757,France,Female,44,4,123322.15,1,1,0,137136.29,0,0,2,GOLD,521,GOLD,0,41-50,3-5 years,High,High,3532.62,294.38,High,14130.48,Gold,0.0,1,Inactive,Has Credit Card,1 product(s)
4723,15805671,Louis,648,France,Male,32,0,0.0,1,0,1,117323.31,0,0,4,SILVER,674,SILVER,0,31-40,0-2 years,Low,High,1043.62,86.97,Low,1043.62,Bronze,0.0,0,Active,No Credit Card,1 product(s)
4724,15790658,Iqbal,621,Spain,Male,42,8,68683.68,1,1,1,74157.71,0,0,4,SILVER,642,SILVER,0,41-50,6-8 years,Medium,Medium,2185.46,182.12,Medium,17483.68,Gold,0.0,0,Active,Has Credit Card,1 product(s)
4725,15578648,Marino,543,Germany,Male,49,6,59532.18,1,1,0,104253.56,0,0,3,SILVER,301,SILVER,0,41-50,6-8 years,Medium,High,1982.41,165.2,Medium,11894.46,Gold,0.0,0,Inactive,Has Credit Card,1 product(s)
4726,15734987,Robertson,658,France,Female,43,7,140260.36,2,1,0,2748.72,0,0,4,DIAMOND,643,DIAMOND,0,41-50,6-8 years,Very High,Low,3380.45,281.7,High,23663.15,Platinum,0.0,0,Inactive,Has Credit Card,2 product(s)
4727,15721740,Pai,633,Germany,Male,50,7,88302.65,1,1,1,195937.16,0,0,4,DIAMOND,382,DIAMOND,0,41-50,6-8 years,Medium,Very High,3056.74,254.73,High,21397.18,Platinum,0.0,0,Active,Has Credit Card,1 product(s)
4728,15641822,Barese,648,France,Female,19,1,0.0,2,0,1,22101.86,0,0,4,GOLD,303,GOLD,0,18-30,0-2 years,Low,Low,502.01,41.83,Low,502.01,Bronze,0.0,0,Active,No Credit Card,2 product(s)
4729,15765650,Chigolum,501,Germany,Male,40,5,114655.58,1,0,0,126535.92,0,0,4,GOLD,844,GOLD,0,31-40,3-5 years,High,High,3467.79,288.98,High,17338.95,Gold,0.0,0,Inactive,No Credit Card,1 product(s)
4730,15788556,Trouette,683,France,Female,42,4,148283.94,1,1,1,44692.63,1,1,4,SILVER,268,SILVER,1,41-50,3-5 years,Very High,Low,3443.14,286.93,High,13772.56,Gold,3443.14,1,Active,Has Credit Card,1 product(s)
4731,15576550,Ugochukwu,619,Spain,Female,38,1,0.0,1,1,0,112442.63,1,1,4,PLATINUM,989,PLATINUM,1,31-40,0-2 years,Low,High,1176.71,98.06,Low,1176.71,Bronze,1176.71,1,Inactive,Has Credit Card,1 product(s)
4732,15622230,Cribb,705,France,Female,35,3,0.0,2,0,1,66331.01,0,0,3,GOLD,547,GOLD,0,31-40,3-5 years,Low,Medium,845.16,70.43,Low,2535.48,Bronze,0.0,0,Active,No Credit Card,2 product(s)
4733,15653937,McIntyre,638,Germany,Female,53,1,123916.67,1,1,0,16657.68,1,1,3,DIAMOND,639,DIAMOND,1,51-60,0-2 years,High,Low,3001.12,250.09,High,3001.12,Bronze,3001.12,1,Inactive,Has Credit Card,1 product(s)
4734,15743538,Pickering,710,France,Female,31,1,0.0,2,1,0,20081.3,0,0,3,PLATINUM,572,PLATINUM,0,31-40,0-2 years,Low,Low,626.41,52.2,Low,626.41,Bronze,0.0,0,Inactive,Has Credit Card,2 product(s)
4735,15591740,Fletcher,590,France,Female,54,4,0.0,2,1,1,93820.49,1,1,4,PLATINUM,723,PLATINUM,1,51-60,3-5 years,Low,Medium,1070.6,89.22,Low,4282.4,Silver,1070.6,1,Active,Has Credit Card,2 product(s)
4736,15650086,Uchenna,725,France,Male,43,2,165896.0,2,1,0,130795.52,0,0,2,SILVER,527,SILVER,0,41-50,0-2 years,Very High,High,4475.4,372.95,Very High,8950.8,Silver,0.0,1,Inactive,Has Credit Card,2 product(s)
4737,15718773,Pisano,638,France,Female,32,0,0.0,2,1,0,160129.99,0,0,2,SILVER,530,SILVER,0,31-40,0-2 years,Low,Very High,1305.65,108.8,Medium,1305.65,Bronze,0.0,1,Inactive,Has Credit Card,2 product(s)
4738,15615140,Corson,791,France,Male,36,6,111168.97,1,1,1,189969.91,0,0,1,DIAMOND,741,DIAMOND,0,31-40,6-8 years,High,Very High,3663.73,305.31,Very High,21982.38,Platinum,0.0,0,Active,Has Credit Card,1 product(s)
4739,15644361,Hooper,702,France,Female,40,1,103549.24,1,0,0,9712.52,1,1,3,DIAMOND,804,DIAMOND,1,31-40,0-2 years,High,Low,2641.55,220.13,Medium,2641.55,Bronze,2641.55,1,Inactive,No Credit Card,1 product(s)
4740,15774536,He,607,France,Female,32,6,0.0,2,0,0,196062.01,0,0,2,SILVER,952,SILVER,0,31-40,6-8 years,Low,Very High,1696.31,141.36,Medium,10177.86,Gold,0.0,1,Inactive,No Credit Card,2 product(s)
4741,15618661,Chidubem,535,France,Male,30,6,103804.97,1,1,1,125710.53,0,0,3,PLATINUM,553,PLATINUM,0,18-30,6-8 years,High,High,3101.15,258.43,High,18606.9,Gold,0.0,0,Active,Has Credit Card,1 product(s)
4742,15605020,Schofield,651,France,Male,45,2,165901.59,2,1,0,23054.51,1,1,1,DIAMOND,834,DIAMOND,1,41-50,0-2 years,Very High,Low,4090.3,340.86,Very High,8180.6,Silver,4090.3,1,Inactive,Has Credit Card,2 product(s)
4743,15762134,Liang,506,Germany,Male,59,8,119152.1,2,1,1,170679.74,0,0,2,SILVER,979,SILVER,0,51-60,6-8 years,High,Very High,3965.94,330.5,Very High,31727.52,Platinum,0.0,0,Active,Has Credit Card,2 product(s)
4744,15685279,Somadina,511,Spain,Female,57,8,122950.31,1,1,1,181258.76,0,0,2,GOLD,757,GOLD,0,51-60,6-8 years,High,Very High,3863.8,321.98,Very High,30910.4,Platinum,0.0,0,Active,Has Credit Card,1 product(s)
4745,15582849,McIntosh,757,France,Female,51,1,0.0,1,1,1,22835.13,1,1,2,SILVER,740,SILVER,1,51-60,0-2 years,Low,Low,604.18,50.35,Low,604.18,Bronze,604.18,1,Active,Has Credit Card,1 product(s)
4746,15655410,Hinton,768,Germany,Male,49,1,133384.66,1,1,0,102397.22,1,1,2,PLATINUM,684,PLATINUM,1,41-50,0-2 years,Very High,High,3641.68,303.47,Very High,3641.68,Bronze,3641.68,1,Inactive,Has Credit Card,1 product(s)
4747,15649129,Sal,757,France,Male,32,9,0.0,2,1,0,115950.96,0,0,5,DIAMOND,335,DIAMOND,0,31-40,9-10 years,Low,High,987.25,82.27,Low,8885.25,Silver,0.0,0,Inactive,Has Credit Card,2 product(s)
4748,15702380,De Luca,663,Spain,Male,64,6,0.0,2,0,1,15876.52,0,0,5,DIAMOND,653,DIAMOND,0,61+,6-8 years,Low,Low,645.88,53.82,Low,3875.28,Bronze,0.0,0,Active,No Credit Card,2 product(s)
4749,15759067,Bromby,537,Germany,Female,37,7,158411.95,4,1,1,117690.58,1,1,3,DIAMOND,888,DIAMOND,1,31-40,6-8 years,Very High,High,4680.69,390.06,Very High,32764.83,Platinum,4680.69,1,Active,Has Credit Card,3+ products
4750,15683027,Chang,570,Germany,Male,29,4,122028.65,2,1,1,173792.77,0,0,3,GOLD,456,GOLD,0,18-30,3-5 years,High,Very High,3777.54,314.8,Very High,15110.16,Gold,0.0,0,Active,Has Credit Card,2 product(s)
4751,15597487,Hunter,850,France,Female,35,5,0.0,1,1,1,80992.8,0,0,5,PLATINUM,838,PLATINUM,0,31-40,3-5 years,Low,Medium,943.96,78.66,Low,4719.8,Silver,0.0,0,Active,Has Credit Card,1 product(s)
4752,15763256,Sheppard,661,Germany,Female,64,8,128751.65,2,1,0,189398.18,1,1,3,GOLD,254,GOLD,1,61+,6-8 years,Very High,Very High,3889.02,324.08,Very High,31112.16,Platinum,3889.02,1,Inactive,Has Credit Card,2 product(s)
4753,15620111,Fan,659,France,Male,54,8,133436.52,1,1,0,56787.8,0,0,4,DIAMOND,344,DIAMOND,0,51-60,6-8 years,Very High,Medium,3244.67,270.39,High,25957.36,Platinum,0.0,0,Inactive,Has Credit Card,1 product(s)
4754,15623053,Muir,454,Spain,Male,40,2,123177.01,1,1,0,148309.98,0,0,1,SILVER,247,SILVER,0,31-40,0-2 years,High,High,3448.59,287.38,High,6897.18,Silver,0.0,1,Inactive,Has Credit Card,1 product(s)
4755,15595592,Lai,708,France,Female,59,2,0.0,1,1,0,179673.11,1,1,4,SILVER,421,SILVER,1,51-60,0-2 years,Low,Very High,1228.87,102.41,Medium,2457.74,Bronze,1228.87,1,Inactive,Has Credit Card,1 product(s)
4756,15740072,Padovesi,720,France,Female,37,2,120328.88,2,1,1,138470.21,0,0,1,DIAMOND,302,DIAMOND,0,31-40,0-2 years,High,High,3489.93,290.83,High,6979.86,Silver,0.0,0,Active,Has Credit Card,2 product(s)
4757,15778005,Kemp,785,France,Female,39,1,130147.98,1,1,0,163798.41,1,1,1,SILVER,526,SILVER,1,31-40,0-2 years,Very High,Very High,3804.95,317.08,Very High,3804.95,Bronze,3804.95,1,Inactive,Has Credit Card,1 product(s)
4758,15583278,Greece,743,Spain,Female,36,8,92716.96,1,1,1,33693.78,0,0,5,SILVER,338,SILVER,0,31-40,6-8 years,Medium,Low,2311.81,192.65,Medium,18494.48,Gold,0.0,0,Active,Has Credit Card,1 product(s)
4759,15601263,Young,493,Spain,Female,48,7,0.0,2,1,0,48545.1,0,0,3,SILVER,592,SILVER,0,41-50,6-8 years,Low,Low,778.73,64.89,Low,5451.11,Silver,0.0,0,Inactive,Has Credit Card,2 product(s)
4760,15709222,Chukwueloka,557,Spain,Male,34,3,0.0,1,0,1,123427.98,0,0,4,GOLD,489,GOLD,0,31-40,3-5 years,Low,High,981.64,81.8,Low,2944.92,Bronze,0.0,0,Active,No Credit Card,1 product(s)
4761,15713949,Woods,850,France,Male,40,1,76914.21,1,1,0,174183.44,0,0,2,DIAMOND,810,DIAMOND,0,31-40,0-2 years,Medium,Very High,2934.2,244.52,High,2934.2,Bronze,0.0,1,Inactive,Has Credit Card,1 product(s)
4762,15717706,Forbes,799,France,Female,32,3,106045.92,2,1,1,17938.0,0,0,2,SILVER,535,SILVER,0,31-40,3-5 years,High,Low,2718.11,226.51,Medium,8154.33,Silver,0.0,0,Active,Has Credit Card,2 product(s)
4763,15756071,Kang,756,France,Male,34,1,103133.26,1,1,1,90059.04,0,0,4,SILVER,527,SILVER,0,31-40,0-2 years,High,Medium,2896.46,241.37,High,2896.46,Bronze,0.0,0,Active,Has Credit Card,1 product(s)
4764,15696564,Nweke,752,France,Male,38,0,145974.79,2,1,1,137694.23,0,0,5,PLATINUM,884,PLATINUM,0,31-40,0-2 years,Very High,High,4289.97,357.5,Very High,4289.97,Silver,0.0,0,Active,Has Credit Card,2 product(s)
4765,15657637,Ts'ui,696,Spain,Female,36,3,0.0,3,1,0,65039.9,0,0,1,PLATINUM,349,PLATINUM,0,31-40,3-5 years,Low,Medium,859.7,71.64,Low,2579.1,Bronze,0.0,1,Inactive,Has Credit Card,3+ products
4766,15755863,Milano,630,Spain,Female,49,1,0.0,2,0,1,162858.29,0,0,3,GOLD,998,GOLD,0,41-50,0-2 years,Low,Very High,1553.29,129.44,Medium,1553.29,Bronze,0.0,0,Active,No Credit Card,2 product(s)
4767,15719858,Chao,659,Spain,Female,38,9,0.0,2,1,1,35701.06,0,0,3,GOLD,609,GOLD,0,31-40,9-10 years,Low,Low,723.01,60.25,Low,6507.09,Silver,0.0,0,Active,Has Credit Card,2 product(s)
4768,15688876,Wan,685,Spain,Male,39,9,0.0,2,1,1,18826.06,0,0,3,GOLD,632,GOLD,0,31-40,9-10 years,Low,Low,650.13,54.18,Low,5851.17,Silver,0.0,0,Active,Has Credit Card,2 product(s)
4769,15698528,Napolitani,599,Spain,Female,31,3,0.0,1,1,1,130086.47,1,1,4,GOLD,936,GOLD,1,31-40,3-5 years,Low,High,1238.43,103.2,Medium,3715.29,Bronze,1238.43,1,Active,Has Credit Card,1 product(s)
4770,15770345,Kovaleva,559,Spain,Female,31,1,139183.06,1,0,1,143360.56,0,0,1,DIAMOND,529,DIAMOND,0,31-40,0-2 years,Very High,High,3884.96,323.75,Very High,3884.96,Bronze,0.0,0,Active,No Credit Card,1 product(s)
4771,15761506,Russell,615,Spain,Male,19,5,0.0,2,1,0,159920.92,0,0,3,DIAMOND,594,DIAMOND,0,18-30,3-5 years,Low,Very High,1336.6,111.38,Medium,6683.0,Silver,0.0,0,Inactive,Has Credit Card,2 product(s)
4772,15716619,Chiebuka,580,Germany,Female,36,3,74974.89,1,1,1,12099.67,0,0,3,SILVER,649,SILVER,0,31-40,3-5 years,Medium,Low,2004.5,167.04,Medium,6013.5,Silver,0.0,0,Active,Has Credit Card,1 product(s)
4773,15788367,Ellis,487,Spain,Male,44,6,61691.45,1,1,1,53087.98,0,0,1,SILVER,936,SILVER,0,41-50,6-8 years,Medium,Medium,2087.27,173.94,Medium,12523.62,Gold,0.0,0,Active,Has Credit Card,1 product(s)
4774,15709451,Gordon,646,Germany,Female,35,1,121952.75,2,1,1,142839.82,0,0,4,PLATINUM,316,PLATINUM,0,31-40,0-2 years,High,High,3551.25,295.94,High,3551.25,Bronze,0.0,0,Active,Has Credit Card,2 product(s)
4775,15640421,Conway,811,France,Female,35,7,0.0,1,1,1,178.19,0,0,5,SILVER,997,SILVER,0,31-40,6-8 years,Low,Low,619.39,51.62,Low,4335.73,Silver,0.0,0,Active,Has Credit Card,1 product(s)
4776,15580068,Buccho,526,Spain,Male,35,5,0.0,2,1,1,105618.14,0,0,3,PLATINUM,557,PLATINUM,0,31-40,3-5 years,Low,High,1046.59,87.22,Low,5232.95,Silver,0.0,0,Active,Has Credit Card,2 product(s)
4777,15677123,Aksyonova,767,Spain,Male,37,7,0.0,2,1,1,24734.25,0,0,4,GOLD,234,GOLD,0,31-40,6-8 years,Low,Low,480.67,40.06,Low,3364.69,Bronze,0.0,0,Active,Has Credit Card,2 product(s)
4778,15619801,Batty,548,France,Female,33,1,80107.83,2,0,1,82245.67,0,0,3,GOLD,524,GOLD,0,31-40,0-2 years,Medium,Medium,2515.38,209.62,Medium,2515.38,Bronze,0.0,0,Active,No Credit Card,2 product(s)
4779,15582246,Rowe,737,Spain,Female,45,2,0.0,2,0,1,177695.67,0,0,2,GOLD,614,GOLD,0,41-50,0-2 years,Low,Very High,1435.48,119.62,Medium,2870.96,Bronze,0.0,0,Active,No Credit Card,2 product(s)
4780,15711843,Pisani,613,Germany,Male,40,1,147856.82,3,0,0,107961.11,1,1,2,SILVER,249,SILVER,1,31-40,0-2 years,Very High,High,3981.44,331.79,Very High,3981.44,Bronze,3981.44,1,Inactive,No Credit Card,3+ products
4781,15680046,Onochie,711,Spain,Male,36,8,0.0,2,1,0,55207.41,0,0,3,GOLD,410,GOLD,0,31-40,6-8 years,Low,Medium,721.04,60.09,Low,5768.32,Silver,0.0,0,Inactive,Has Credit Card,2 product(s)
4782,15804131,Farmer,850,Spain,Female,53,7,65407.16,2,0,0,182633.63,1,1,1,PLATINUM,480,PLATINUM,1,51-60,6-8 years,Medium,Very High,2701.31,225.11,Medium,18909.17,Gold,2701.31,1,Inactive,No Credit Card,2 product(s)
4783,15722611,Cameron,752,France,Female,53,8,114233.18,1,1,1,51587.04,0,0,4,PLATINUM,347,PLATINUM,0,51-60,6-8 years,High,Medium,2836.1,236.34,Medium,22688.8,Platinum,0.0,0,Active,Has Credit Card,1 product(s)
4784,15729224,Jennings,710,France,Female,37,5,0.0,2,1,0,115403.31,0,0,1,SILVER,875,SILVER,0,31-40,3-5 years,Low,High,1254.52,104.54,Medium,6272.6,Silver,0.0,1,Inactive,Has Credit Card,2 product(s)
4785,15811588,Eluemuno,664,Spain,Female,53,7,187602.18,1,1,0,186392.99,1,1,2,SILVER,712,SILVER,1,51-60,6-8 years,Very High,Very High,5160.01,430.0,Very High,36120.07,Platinum,5160.01,1,Inactive,Has Credit Card,1 product(s)
4786,15702138,Swift,510,France,Female,22,3,156834.34,1,0,0,44374.44,0,0,2,DIAMOND,821,DIAMOND,0,18-30,3-5 years,Very High,Low,3889.06,324.09,Very High,11667.18,Gold,0.0,1,Inactive,No Credit Card,1 product(s)
4787,15749799,Pisani,577,France,Female,34,2,0.0,2,1,1,84033.35,0,0,5,PLATINUM,309,PLATINUM,0,31-40,0-2 years,Low,Medium,814.67,67.89,Low,1629.34,Bronze,0.0,0,Active,Has Credit Card,2 product(s)
4788,15752885,Nnonso,529,France,Male,42,1,157498.9,1,1,1,82276.62,0,0,5,SILVER,639,SILVER,0,41-50,0-2 years,Very High,Medium,4000.86,333.4,Very High,4000.86,Bronze,0.0,0,Active,Has Credit Card,1 product(s)
4789,15674932,Cameron,757,Spain,Female,44,9,0.0,2,1,0,177528.92,0,0,3,GOLD,579,GOLD,0,41-50,9-10 years,Low,Very High,1417.14,118.1,Medium,12754.26,Gold,0.0,0,Inactive,Has Credit Card,2 product(s)
4790,15743828,Stevens,691,France,Male,41,2,0.0,1,1,1,56850.92,1,1,2,SILVER,896,SILVER,1,41-50,0-2 years,Low,Medium,852.25,71.02,Low,1704.5,Bronze,852.25,1,Active,Has Credit Card,1 product(s)
4791,15642022,Zito,621,Spain,Male,34,8,0.0,1,0,0,47972.65,0,0,3,DIAMOND,309,DIAMOND,0,31-40,6-8 years,Low,Low,514.36,42.86,Low,4114.88,Bronze,0.0,0,Inactive,No Credit Card,1 product(s)
4792,15746461,Taylor,709,Spain,Male,35,2,0.0,2,1,0,104982.39,0,0,2,GOLD,422,GOLD,0,31-40,0-2 years,Low,High,975.91,81.33,Low,1951.82,Bronze,0.0,1,Inactive,Has Credit Card,2 product(s)
4793,15809991,Ferrari,756,Spain,Male,19,4,130274.22,1,1,1,133535.29,0,0,4,SILVER,546,SILVER,0,18-30,3-5 years,Very High,High,3666.16,305.51,Very High,14664.64,Gold,0.0,0,Active,Has Credit Card,1 product(s)
4794,15787322,Yeh,788,France,Female,41,6,0.0,1,1,1,25571.37,0,0,2,SILVER,718,SILVER,0,41-50,6-8 years,Low,Low,606.86,50.57,Low,3641.16,Bronze,0.0,0,Active,Has Credit Card,1 product(s)
4795,15575498,Gould,705,France,Female,39,5,149379.66,2,1,0,96075.55,0,0,2,PLATINUM,444,PLATINUM,0,31-40,3-5 years,Very High,Medium,3929.97,327.5,Very High,19649.85,Platinum,0.0,1,Inactive,Has Credit Card,2 product(s)
4796,15691387,Agafonova,483,France,Male,29,9,0.0,1,1,1,81634.45,0,0,5,GOLD,239,GOLD,0,18-30,9-10 years,Low,Medium,647.67,53.97,Low,5829.03,Silver,0.0,0,Active,Has Credit Card,1 product(s)
4797,15765457,Fowler,719,Spain,Male,35,1,100829.94,1,1,1,165008.97,0,0,3,GOLD,657,GOLD,0,31-40,0-2 years,High,Very High,3290.14,274.18,High,3290.14,Bronze,0.0,0,Active,Has Credit Card,1 product(s)
4798,15666173,Chidumaga,793,Germany,Female,32,1,96408.98,1,1,1,138191.81,0,0,5,DIAMOND,338,DIAMOND,0,31-40,0-2 years,Medium,High,2908.14,242.34,High,2908.14,Bronze,0.0,0,Active,Has Credit Card,1 product(s)
4799,15627377,Sabbatini,593,France,Male,41,6,0.0,2,1,1,99136.49,0,0,4,SILVER,313,SILVER,0,41-50,6-8 years,Low,Medium,892.18,74.35,Low,5353.08,Silver,0.0,0,Active,Has Credit Card,2 product(s)
